
92,3969111231,Шестаков,Аскольд,Ильич,1964-09-02 15:03,к. Уфа
93,2356457833,Сафонов,Ермолай,Георгиевич,1975-11-04 12:32,к. Обоянь
94,2748365962,Бориславович,Гусев,Валерьян,1985-12-31 14:34,п. Наро-Фоминск
95,2282964234,Калашникова,Варвара,Борисовна,1998-03-11 06:19,п. Курск
96,4334385812,Захарьевич,Ларионов,Всеволод,1970-09-09 05:00,д. Дагомыс
97,4266227633,Бирюков,Гурий,Денисович,1998-11-11 01:28,клх Малая Вишера
98,3612919262,Андреев,Чеслав,Исидорович,1995-03-03 11:30,п. Гагарин
99,3507416953,Константинова,Валентина,Егоровна,1969-04-19 11:32,г. Павловский Посад
100,2126185330,Блинова,Анжела,Робертовна,1976-09-08 06:32,г. Змеиногорск
101,3423206638,Зимина,Тамара,Валентиновна,1954-02-16 09:28,к. Елабуга
102,2430371120,Турова,Валентина,Ивановна,1996-12-22 17:25,к. Калач
103,3647321739,Тарасовна,Владимирова,Феврония,1970-02-23 02:19,клх Смоленск
104,2179130906,Адамович,Борисов,Пров,1991-05-21 07:50,г. Новый Оскол
105,4676378655,Вячеславович,Кириллов,Фока,1958-05-01 12:36,ст. Углегорск
106,3514669027,Титова,Ираида,Кузьминична,1976-07-19 13:05,клх Нальчик
107,3956006924,Ларионова,Людмила,Оскаровна,1995-01-15 11:50,г. Ярославль
108,3854503950,Артёмович,Савин,Вацлав,1958-07-10 21:23,д. Азов (Рост.)
109,2282870811,Руслановна,Муравьева,Вероника,1993-11-28 04:11,п. Мокшан
110,3340611023,Стрелков,Яков,Терентьевич,1953-04-13 08:17,д. Сузун
111,3490108310,Николаев,Спартак,Ефстафьевич,1972-09-18 16:13,ст. Красноярск
112,4366731499,Романовна,Гаврилова,Прасковья,1974-03-25 03:10,с. Мезень
113,4321720265,Егорова,Вера,Аскольдовна,1994-01-27 10:56,ст. Шуя
114,2245297672,Евсеевич,Федотов,Август,1956-09-15 00:00,с. Агата
115,4694763045,Артемьевич,Кузнецов,Симон,1956-01-02 05:48,клх Оха
116,3089614365,Матвеевна,Лукина,Оксана,1996-08-19 22:22,клх Избербаш
117,2525924000,Селиверстов,Сидор,Ермилович,1955-06-08 04:32,к. Усть-Джегута
118,4350516323,Соколов,Фадей,Иосифович,1955-10-15 12:40,п. Магнитогорск
119,4547293496,Гурьева,Нина,Харитоновна,1994-10-02 06:35,с. Долинск
120,4433804910,Блохин,Евлампий,Евстигнеевич,1961-01-09 05:45,д. Биробиджан
121,4648071769,Альбертовна,Крюкова,Ираида,1962-07-16 00:38,ст. Малгобек
122,3415832922,Леонидовна,Сазонова,Лидия,2001-12-12 00:43,п. Дивногорск
123,2997239337,Петров,Святослав,Ильясович,1972-06-02 00:43,с. Нефтеюганск
124,2352864856,Меркушев,Зиновий,Харитонович,1994-01-02 01:46,с. Кандалакша
125,2501742116,Валерьянович,Ковалев,Евстафий,1994-11-10 23:10,г. Нефтекамск
126,2712255587,Авдеева,София,Федоровна,1997-06-19 20:22,ст. Нарткала
127,2544626176,Корнилова,Агафья,Мироновна,1987-11-26 06:03,клх Терскол
128,4598258735,Бенедиктович,Муравьев,Бронислав,1975-10-26 16:15,к. Мыс Шмидта
129,3627249365,Ждановна,Фомина,Раиса,1962-10-21 06:45,к. Шали
130,2544870497,Матвеев,Авдей,Устинович,1954-08-14 02:24,д. Кузнецк
131,4146883933,Киселев,Герасим,Анисимович,1970-10-24 17:58,п. Серафимович
132,3925085272,Анатольевич,Крылов,Никандр,1965-07-02 18:38,ст. Гремячинск (Бурят.)
133,3272706160,Лыткина,Елена,Аскольдовна,1985-10-18 20:24,с. Сладково
134,2576762239,Феликсович,Баранов,Гремислав,1959-05-06 14:57,с. Колпашево
135,3620718126,Капустина,Алина,Семеновна,1960-12-10 09:54,г. Волгодонск
136,4554567024,Родионов,Адриан,Дмитриевич,1957-06-26 07:36,с. Усть-Кут
137,4921278767,Рубеновна,Стрелкова,Наталья,1964-06-25 14:58,д. Красноселькуп
138,4459260090,Гуляев,Амвросий,Георгиевич,1951-08-30 02:45,п. Белокуриха
139,4914447534,Виноградов,Тимофей,Эдуардович,1952-02-19 22:12,д. Тавда
140,2842749289,Рогов,Артем,Эдгарович,1993-12-27 09:53,п. Торжок
141,3834474271,Ерофеевич,Елисеев,Никодим,1971-02-07 18:57,д. Санкт-Петербург
142,3185000353,Максимовна,Бирюкова,Евпраксия,1951-06-14 10:46,д. Ивдель
143,2433490039,Вениаминовна,Шарапова,Нина,1967-10-17 20:25,ст. Черемхово
144,3649934258,Ефимьевич,Мартынов,Стоян,1956-07-15 19:56,д. Внуково (метеост.)
145,3889411050,Давидович,Голубев,Герасим,1994-05-14 10:58,г. Новый Оскол
146,2824538100,Ершов,Ермил,Еремеевич,1998-01-14 14:43,п. Минеральные Воды
147,2795772963,Игнатьева,Любовь,Болеславовна,1951-02-13 00:08,г. Тулун
148,3333652314,Гурьевич,Харитонов,Алексей,1999-08-25 00:12,г. Углич
149,4521723897,Трофимович,Брагин,Сигизмунд,1952-05-30 20:35,д. Асино
150,2134277049,Буров,Карл,Анисимович,1980-10-25 07:32,с. Луховицы
151,3470890528,Фокич,Лобанов,Ким,1962-08-01 11:56,с. Белый Яр (Томск.)
152,2059011435,Владиславовна,Данилова,Агата,1962-11-18 08:37,к. Североморск
153,4468475931,Львовна,Никитина,Раиса,1976-04-07 15:57,ст. Асино
154,4708039886,Леоновна,Макарова,Ульяна,1964-12-30 14:28,клх Тихорецк
155,4417752762,Соловьев,Никанор,Афанасьевич,1991-12-31 04:37,с. Долинск
156,3345699932,Жоресович,Потапов,Поликарп,1984-06-26 22:02,к. Котельнич
157,2022567999,Кузьминична,Блинова,Агафья,1954-11-11 12:28,с. Смоленск
158,3375604473,Яковлевна,Кузнецова,Мария,1985-04-19 23:06,д. Объячево
159,4665002732,Сысоев,Платон,Чеславович,1991-07-31 03:31,клх Мичуринск
160,2064258099,Евдокимов,Леонид,Феофанович,1968-12-04 20:44,д. Комсомольск-на-Амуре
161,2393473437,Сысоева,Нина,Ниловна,1976-12-28 08:00,п. Нижнеудинск
162,2551502533,Святославовна,Титова,Ирина,1952-05-12 13:11,клх Минеральные Воды
163,3556817855,Олеговна,Харитонова,Жанна,1955-12-11 00:12,ст. Шереметьево
164,2845788259,Красильникова,Надежда,Константиновна,2000-03-18 19:33,к. Хабаровск
165,2624853182,Макаровна,Савина,Ия,1963-04-27 23:25,д. Бузулук
166,2108109428,Фадеева,Юлия,Валентиновна,1963-08-27 21:22,к. Костомукша
167,3985716511,Валентинович,Овчинников,Федор,2001-09-16 22:38,с. Гаврилов-Ям
168,4664311890,Алексеева,Таисия,Кузьминична,2000-09-01 23:25,клх Чермоз
169,4036268929,Кононов,Виталий,Эдгардович,1982-06-30 15:22,д. Истра
170,2537221635,Кирилловна,Кириллова,Ульяна,1979-08-15 02:07,д. Верхотурье
171,2099150960,Носкова,Анжелика,Вадимовна,1962-12-24 17:45,к. Дагомыс
172,2174549353,Брониславович,Степанов,Влас,1992-01-07 11:31,к. Кизел
173,2030450041,Яковлевна,Муравьева,Нина,1964-12-02 09:13,ст. Ухта
174,4469941649,Фёдорович,Карпов,Николай,1968-03-06 21:54,клх Рыльск
175,2764212107,Максимовна,Дементьева,Анна,1965-04-01 13:39,ст. Красноуральск
176,2748556230,Георгиевна,Виноградова,Тамара,1988-09-30 21:54,г. Льгов
177,3065926069,Валерьевич,Максимов,Всеволод,1998-01-03 22:04,клх Сеймчан
178,2871496362,Терентьевич,Пономарев,Наркис,1988-06-20 17:38,с. Кириши
179,4362194455,Эльдаровна,Брагина,Дарья,1975-05-05 19:25,с. Балашов
180,3612469511,Бориславович,Сидоров,Бронислав,1954-10-19 07:57,к. Хабаровск
181,2524209629,Афанасьевна,Гаврилова,Маргарита,1952-06-19 04:19,клх Октябрьское (Хант.)
182,4275508537,Геннадиевич,Лихачев,Аристарх,1951-03-22 14:35,к. Шатки
183,2682941224,Якубович,Уваров,Антип,1956-09-15 09:13,с. Долинск
184,2127948663,Логинова,Агата,Ефимовна,1967-02-07 11:56,клх Мирный
185,2011519028,Красильников,Петр,Вячеславович,1965-06-06 07:08,ст. Инта
186,4297932674,Ефимьевич,Рябов,Клавдий,1986-01-11 15:49,г. Череповец
187,4187146859,Уваров,Анисим,Августович,1959-09-22 02:08,д. Катайск
188,4965308032,Кирилловна,Макарова,Елизавета,1962-06-20 05:56,с. Тикси
189,3596753443,Даниловна,Жукова,Валентина,1965-11-23 23:53,д. Красноуральск
190,4114925543,Морозова,Эмилия,Владиславовна,1963-12-23 20:38,г. Наро-Фоминск
191,2195146015,Георгиевна,Котова,Антонина,1971-07-27 08:11,д. Старый Оскол
192,4388835346,Абрамова,Маргарита,Максимовна,1981-05-30 22:34,г. Железногорск(Курск.)
193,2363655394,Игнатьева,Василиса,Ждановна,1996-04-18 17:40,ст. Усть-Баргузин
194,2937954056,Николаевна,Носова,Валерия,1965-01-17 12:13,д. Чебоксары
195,3009009297,Волков,Данила,Изотович,1984-04-21 09:13,ст. Объячево
196,4729644996,Чернов,Добромысл,Эдуардович,1996-08-30 00:31,к. Мончегорск
197,3609231534,Шарапов,Денис,Феоктистович,1969-03-14 00:45,с. Воскресенск
198,2480356443,Мишин,Фома,Ильич,1972-11-15 08:33,п. Усть-Камчатск
199,2130522544,Филиппович,Анисимов,Василий,1975-11-10 16:53,п. Сеймчан
200,4215240932,Кузьминична,Голубева,Ираида,1997-11-01 18:25,ст. Камень-на-Оби
201,3481869078,Димитриевич,Хохлов,Геннадий,1973-11-24 09:36,п. Горячинск
202,3312608262,Петровна,Белова,Ульяна,1998-07-09 12:32,п. Нязепетровск
203,3635538237,Васильевич,Ершов,Лев,1995-07-02 19:32,п. Холмогоры
204,4216071609,Еремеевич,Савин,Ладислав,1992-06-08 07:28,к. Яр-Сале
205,2386662595,Авдеевич,Кузьмин,Агап,1990-10-03 14:01,д. Петушки
206,2672907294,Эльдаровна,Пономарева,Агафья,1970-04-24 17:30,д. Лянтор
207,3394364909,Леонидовна,Медведева,Варвара,1985-10-27 04:35,г. Звенигород
208,4797162895,Кириллов,Владислав,Елизарович,1957-07-25 16:26,с. Тымовское
209,2408317749,Антонов,Софрон,Артемьевич,1980-03-09 20:49,к. Бирск
210,3756959784,Семеновна,Симонова,Лидия,1981-07-16 13:36,с. Углегорск
211,2765100496,Владиславовна,Устинова,Полина,2000-10-11 07:25,п. Чокурдах
212,4237317857,Александра,г-жа,Мартынова,1995-02-25 07:00,ст. Невинномысск
213,4318686130,Горбунов,Никифор,Терентьевич,1999-11-13 12:22,клх Ухта
214,2547108693,Фадеев,Гремислав,Феодосьевич,1997-10-21 11:21,с. Горячинск
215,4208861922,Ждановна,Меркушева,Мария,1958-08-07 18:20,с. Шатой
216,2073608901,Валентиновна,Зимина,Екатерина,1987-08-24 20:03,д. Ямбург
217,3143127130,Фокин,Лонгин,Феодосьевич,1969-05-26 21:36,ст. Бодайбо
218,2569450095,Егоровна,Фомичева,Жанна,1964-03-19 17:59,д. Усть-Калманка
219,4262081632,Виленович,Силин,Вадим,1975-05-05 18:58,с. Гагарин
220,3855688371,Ильин,Ермолай,Артёмович,1969-12-14 20:05,п. Ухта
221,2109154832,Кулакова,Галина,Артемовна,1960-04-10 14:46,с. Новая Игирма
222,2312037442,Германович,Беспалов,Леонид,1965-02-23 00:59,с. Эльбрус
223,4407138675,Харлампович,Колесников,Аристарх,1986-01-16 15:20,п. Оленегорск (Якут.)
224,2471958178,Ефимова,Анжелика,Тимофеевна,1970-08-09 01:23,д. Нижнекамск
225,3250507643,Абрамович,Блохин,Осип,1973-07-28 18:23,г. Алексин
226,3829605446,Антоновна,Пестова,Александра,1990-01-02 03:27,ст. Соль-Илецк
227,4566085885,Аркадьевна,Тихонова,София,1957-09-12 02:06,с. Пятигорск
228,4660536351,Афанасьевич,Горбачев,Мечислав,1964-01-16 03:36,клх Светлогорск (Калин.)
229,4799957290,Ефимьевич,Орлов,Флорентин,1971-12-05 04:07,г. Калининград
230,2870181246,Орехов,Радислав,Эдгарович,1981-08-18 21:49,ст. Дербент
231,4007347587,Геннадьевна,Савина,Екатерина,1968-03-06 19:28,п. Фатеж
232,3009229027,Евстигнеевич,Шилов,Владимир,1951-08-22 16:37,ст. Медногорск
233,3658186542,Цветкова,Алевтина,Олеговна,1999-12-28 04:10,п. Анива
234,3524672212,Тимофеева,Лидия,Матвеевна,1963-02-05 09:13,г. Новочеркасск
235,2048584656,Филиппова,Милица,Валериевна,1964-10-03 01:37,п. Андреаполь
236,3469376913,Фомина,Зинаида,Викторовна,1967-02-08 16:14,клх Старый Оскол
237,4396508274,Молчанов,Валерьян,Витальевич,1977-12-22 11:55,клх Нижний Новгород
238,4555850956,Фадеевич,Зыков,Твердислав,1961-08-19 21:45,клх Уссурийск
239,3313797923,Измаилович,Зыков,Руслан,1951-04-17 06:04,с. Салехард
240,4999645803,Симонов,Арсений,Демьянович,1980-10-06 19:34,к. Славгород
241,2074672825,Комиссарова,Елена,Ждановна,1984-10-13 14:44,д. Бронницы
242,2897771457,Панфилов,Борислав,Ермилович,1984-12-19 07:17,к. Уссурийск
243,2534178217,Феликсович,Буров,Варлаам,1992-11-17 08:59,д. Балашиха
244,4250590230,Фролова,Милица,Евгеньевна,1966-01-04 13:11,к. Нижнеудинск
245,4081260259,Емельянов,Василий,Егорович,1984-11-02 06:07,ст. Приозерск
246,3250127331,Петухов,Всемил,Теймуразович,1995-11-03 07:56,п. Верещагино (Перм.)
247,3371717317,Сергеевна,Карпова,Татьяна,1987-02-15 07:07,д. Саратов
248,2710089432,Зайцев,Гурий,Вячеславович,1969-06-06 05:58,ст. Котельнич
249,3538198597,Святославовна,Белоусова,Иванна,1966-09-24 09:40,д. Катав-Ивановск
250,2005909997,Антонович,Комаров,Казимир,1997-08-20 14:25,к. Хасан
251,4013501815,Игоревна,Попова,Фаина,1983-11-28 08:32,с. Калевала
252,2398613066,Кабанов,Владилен,Валерьянович,1987-04-20 00:04,ст. Старая Русса
253,3133308859,Устинович,Третьяков,Пахом,1994-02-13 06:02,клх Воткинск
254,2390715618,Тарасович,Ларионов,Аполлинарий,1962-11-05 02:08,с. Невьянск
255,4793684481,Карпов,Авдей,Арсеньевич,1954-06-20 21:19,д. Вязьма
256,4832943425,Шарапова,Лариса,Оскаровна,1963-01-20 06:08,г. Тура
257,2565612619,Афанасьевич,Комаров,Евлампий,1976-10-26 10:50,г. Саратов
258,3108597329,Медведев,Евсей,Германович,1964-12-23 01:35,п. Руза
259,4407705894,Баранова,Клавдия,Валериевна,1963-09-08 03:35,к. Юрюзань
260,3139737964,Горбунова,Оксана,Дмитриевна,1958-12-10 13:56,г. Голицыно
261,2178961337,Альбертовна,Кабанова,София,1954-10-03 06:18,клх Арзамас
262,4475755765,Леонидовна,Русакова,Наина,1974-08-12 01:50,п. Томск
263,2381303297,Андреевна,Юдина,Екатерина,1998-11-26 13:11,ст. Суздаль
264,2786097627,Федоровна,Соболева,Нина,1962-05-01 10:38,д. Павловский Посад
265,4918899723,Фадеева,Фаина,Леоновна,2000-07-30 14:57,клх Улан-Удэ
266,2925701432,Фролович,Зиновьев,Мирон,1985-12-14 19:14,д. Кировск (Ленин.)
267,4141247039,Игоревич,Григорьев,Варлаам,1957-12-19 01:48,д. Магнитогорск
268,2430268743,Ермилович,Романов,Тихон,1966-05-28 03:52,к. Мураши
269,3894667773,Ефремович,Тарасов,Родион,1983-04-21 21:22,с. Невельск
270,3340131252,Венедиктович,Комаров,Лазарь,1966-05-06 03:39,п. Бодайбо
271,4327759899,Никифорова,Агата,Харитоновна,1976-07-20 21:20,п. Екатеринбург
272,4663989512,Трофимович,Дроздов,Марк,1964-01-26 10:26,с. Урай
273,3891482310,Беляев,Эммануил,Харлампьевич,2001-05-07 11:53,п. Верхотурье
274,2952415161,Панфилова,Елена,Мироновна,1955-02-10 23:37,с. Шамары
275,4593790000,Блинов,Фадей,Глебович,1996-07-13 18:57,к. Прохладный
276,4399058119,Жанович,Русаков,Андроник,1992-09-25 11:35,к. Камень-на-Оби
277,4605990600,Георгиевна,Королева,Анжелика,1989-08-10 12:07,к. Карабудахкент
278,2381897630,Вадимовна,Терентьева,Людмила,1993-01-30 10:42,с. Элиста
279,3584456475,Жданова,Глафира,Ивановна,2000-02-19 17:06,с. Тула
280,4240837205,Григорьевич,Кабанов,Артем,1976-03-21 19:42,ст. Верхоянск
281,2905615147,Измаилович,Фомичев,Аверкий,1993-12-29 04:33,ст. Прохладный
282,2573108020,Викторовна,Архипова,Татьяна,1972-04-04 04:17,п. Енисейск
283,2133457747,Трофимов,Андроник,Валентинович,1958-06-16 05:13,д. Сарапул
284,3098929513,Глебович,Красильников,Селиверст,1981-06-02 20:03,п. Кемерово
285,4391212754,Лазарева,Регина,Григорьевна,1956-01-06 08:46,г. Верхоянск
286,2800707551,Федосеевич,Ефимов,Фортунат,1985-01-24 04:26,г. Чехов
287,2727718962,Фадеевич,Пахомов,Харитон,1966-01-23 19:33,ст. Усть-Илимск
288,2110954456,Архиповна,Дьячкова,Раиса,1972-11-17 15:01,ст. Алдан
289,2498750567,Носкова,Нинель,Олеговна,1962-01-14 00:54,клх Новороссийка
290,2143426070,Игоревич,Захаров,Август,1981-01-05 23:58,д. Усолье Сибирское
291,4611134213,Журавлева,Феврония,Леонидовна,1981-04-12 16:18,п. Нарьян-Мар
292,4495084938,Белов,Игнатий,Артемьевич,1995-06-25 16:05,д. Кириши
293,3531451685,Борисович,Колесников,Всемил,1995-07-09 03:54,к. Холмогоры
294,3809581131,Якушев,Василий,Ефимович,1971-01-04 18:11,п. Воскресенск
295,4118635603,Геннадиевна,Петухова,Лукия,1962-06-16 17:49,г. Терскол
296,4057224959,Беспалова,Олимпиада,Эдуардовна,1978-10-05 09:46,г. Аршан (Бурят.)
297,4027570210,Германович,Сазонов,Иларион,1985-12-25 00:56,д. Россошь
298,3708790747,Панов,Яков,Гертрудович,1957-11-22 06:57,г. Серебряные Пруды
299,3075213505,Никифоров,Тихон,Ильясович,1971-07-28 12:02,г. Владивосток
300,2810236899,Фокина,Евдокия,Ждановна,1970-03-26 04:08,г. Забайкальск
301,4612639528,Кулагина,Элеонора,Артемовна,1979-03-31 01:06,к. Ханты-Мансийск
302,4089743144,Елизарович,Виноградов,Август,1989-10-03 04:32,п. Гремячинск (Перм.)
303,4771440091,Филарет,тов.,Крылов,2002-04-29 15:50,г. Самара
304,4142651962,Савина,Регина,Константиновна,1993-10-24 05:12,ст. Кижи
305,4266835346,Кудряшова,Феврония,Борисовна,1970-12-03 20:20,п. Балашов
306,2711351890,Артемовна,Чернова,Регина,1979-05-05 18:13,г. Нижнеудинск
307,2524438155,Гурьевич,Савин,Олег,1980-10-22 01:19,п. Лагань
308,4219528147,Богданов,Егор,Валерианович,1977-01-19 04:50,г. Волоколамск
309,3043303052,Гурьевич,Крюков,Гедеон,1972-06-07 13:48,ст. Вуктыл
310,2130451732,Кузьминична,Карпова,Вероника,1979-03-16 13:29,д. Азов (Рост.)
311,4032639639,Владиленович,Шилов,Олимпий,1989-01-11 07:47,п. Сосьва (Хант.)
312,4744952584,Авдеевич,Носков,Лавр,2000-10-09 08:19,клх Оймякон
313,3721827261,Евгеньевна,Корнилова,Мария,1964-03-23 12:59,д. Серпухов
314,2451096383,Эдгардович,Артемьев,Тарас,1966-11-20 22:40,с. Уэлен
315,4959069653,Синклитикия,г-жа,Волкова,1973-01-20 01:39,клх Пинега
316,4594550783,Тимурович,Елисеев,Светозар,1953-10-12 03:42,к. Шарья
317,3828743784,Козлова,Раиса,Артемовна,1990-05-29 20:14,ст. Тайшет
318,2349650882,Дорофеева,Полина,Робертовна,1993-10-18 13:30,ст. Нижневартовск
319,3632596074,Аркадьевна,Соболева,Иванна,1968-01-18 11:46,клх Киржач
320,3621416647,Попова,Василиса,Юльевна,1952-09-21 04:26,к. Луховицы
